frequency_hz,delta_phi_wrapped_deg,delta_phi_unwrapped_deg,delta_phi_raw_deg
10000000.0,42.76502251625061,42.76502251625061,762.7650225162506
10502793.296089385,134.72179055213928,134.72179055213928,134.72179055213928
11005586.592178771,-133.33448499441147,226.66551500558853,226.66551500558853
11508379.888268156,-41.39315575361252,318.6068442463875,-41.39315575361252
12011173.184357543,50.5344620347023,410.5344620347023,-309.4655379652977
12513966.480446927,142.46570080518723,502.4657008051872,-217.53429919481277
13016759.776536312,-125.59664726257324,594.4033527374268,-125.59664726257324
13519553.072625699,-33.65805923938751,686.3419407606125,-33.65805923938751
14022346.368715083,58.2718625664711,778.2718625664711,58.2718625664711
14525139.66480447,150.1951003074646,870.1951003074646,-209.8048996925354
15027932.960893854,-117.8714668750763,962.1285331249237,-117.8714668750763
15530726.25698324,-25.938036739826202,1054.0619632601738,-25.938036739826202
16033519.553072626,65.99559724330902,1145.995597243309,65.99559724330902
16536312.849162012,157.92469024658203,1237.924690246582,157.92469024658203
17039106.145251397,-110.14162480831146,1329.8583751916885,-110.14162480831146
17541899.44134078,-18.205646574497223,1421.7943534255028,-18.205646574497223
18044692.737430166,73.7355700135231,1513.735570013523,73.7355700135231
18547486.03351955,165.66344529390335,1605.6634452939034,165.66344529390335
19050279.32960894,-102.40796864032745,1697.5920313596725,-102.40796864032745
19553072.625698324,-10.463152527809143,1789.5368474721909,-10.463152527809143
20055865.92178771,81.47452354431152,1881.4745235443115,81.47452354431152
20558659.217877097,173.42518150806427,1973.4251815080643,173.42518150806427
21061452.51396648,-94.63612854480743,2065.3638714551926,-94.63612854480743
21564245.810055867,-2.6976504921913147,2157.3023495078087,-2.6976504921913147
22067039.10614525,89.23885613679886,2249.238856136799,89.23885613679886
22569832.402234636,-178.80829453468323,2341.1917054653168,181.19170546531677
23072625.698324025,-86.86369299888611,2433.136307001114,-86.86369299888611
23575418.994413406,5.0917258858680725,2525.091725885868,5.0917258858680725
24078212.290502794,97.03002691268921,2617.030026912689,97.03002691268921
24581005.58659218,-171.01750999689102,2708.982490003109,188.98249000310898
25083798.882681563,-79.05350267887115,2800.946497321129,-79.05350267887115
25586592.178770952,12.900473177433014,2892.900473177433,12.900473177433014
26089385.474860333,104.85021382570267,2984.8502138257027,-255.14978617429733
26592178.77094972,-163.19431632757187,3076.805683672428,-163.19431632757187
27094972.067039106,-71.22331649065018,3168.77668350935,-71.22331649065018
27597765.36312849,20.7365682721138,3260.736568272114,20.7365682721138
28100558.659217875,112.69877582788467,3352.6987758278847,-247.30122417211533
28603351.955307264,-155.33842653036118,3444.661573469639,-155.33842653036118
29106145.25139665,-63.362368047237396,3536.6376319527626,-63.362368047237396
29608938.547486033,28.587608635425568,3628.5876086354256,-331.41239136457443
30111731.843575418,120.55624276399612,3720.556242763996,-239.44375723600388
30614525.139664803,-147.4694663286209,3812.530533671379,212.5305336713791
31117318.43575419,-55.49375653266907,3904.506243467331,-55.49375653266907
31620111.731843576,36.47255748510361,3996.4725574851036,36.47255748510361
32122905.02793296,128.44587743282318,4088.445877432823,-231.55412256717682
32625698.324022345,-139.57997381687164,4180.420026183128,-139.57997381687164
33128491.62011173,-47.6012197136879,4272.398780286312,-47.6012197136879
33631284.916201115,44.383003413677216,4364.383003413677,-315.6169965863228
34134078.2122905,136.3533192873001,4456.3533192873,136.3533192873001
34636871.50837989,-131.6688573360443,4548.331142663956,228.3311426639557
35139664.80446927,-39.677105247974396,4640.322894752026,-39.677105247974396
35642458.10055865,52.28847920894623,4732.288479208946,-307.7115207910538
36145251.39664805,144.2670240998268,4824.267024099827,-215.7329759001732
36648044.69273743,-123.73736411333084,4916.262635886669,-123.73736411333084
37150837.98882681,-31.747427880764008,5008.252572119236,-31.747427880764008
37653631.2849162,60.21919459104538,5100.219194591045,60.21919459104538
38156424.58100559,152.194504737854,5192.194504737854,152.194504737854
38659217.87709497,-115.8084699511528,5284.191530048847,244.1915300488472
39162011.17318436,-23.811661899089813,5376.18833810091,-23.811661899089813
39664804.469273746,68.16821068525314,5468.168210685253,68.16821068525314
40167597.76536313,160.14148503541946,5560.1414850354195,160.14148503541946
40670391.06145251,-107.85600185394287,5652.143998146057,-107.85600185394287
41173184.357541904,-15.861843824386597,5744.138156175613,344.1381561756134
41675977.653631285,76.12640261650085,5836.126402616501,76.12640261650085
42178770.949720666,168.11246573925018,5928.11246573925,-191.88753426074982
42681564.245810054,-99.88802790641785,6020.111972093582,-99.88802790641785
43184357.54189944,-7.8950124979019165,6112.104987502098,-7.8950124979019165
43687150.83798882,84.0991723537445,6204.0991723537445,84.0991723537445
44189944.13407821,176.08629763126373,6296.086297631264,-183.91370236873627
44692737.4301676,-91.92461103200912,6388.075388967991,-91.92461103200912
45195530.72625698,0.08239209651947021,6480.0823920965195,0.08239209651947021
45698324.02234637,92.05855250358582,6572.058552503586,-267.9414474964142
46201117.31843575,-175.94585448503494,6664.054145514965,-175.94585448503494
46703910.61452514,-83.93204122781754,6756.0679587721825,-83.93204122781754
