frequency_hz,delta_phi_wrapped_deg,delta_phi_unwrapped_deg,delta_phi_raw_deg
10000000.0,36.199795603752136,36.199795603752136,2556.199795603752
10250696.378830083,81.88815236091614,81.88815236091614,81.88815236091614
10501392.757660167,127.57157921791077,127.57157921791077,127.57157921791077
10752089.13649025,173.27861487865448,173.27861487865448,-186.72138512134552
11002785.515320335,-141.03076994419098,218.96923005580902,218.96923005580902
11253481.894150417,-95.35030961036682,264.6496903896332,264.6496903896332
11504178.272980502,-49.697052240371704,310.3029477596283,-49.697052240371704
11754874.651810585,-4.0644371509552,355.9355628490448,-4.0644371509552
12005571.03064067,41.55355453491211,401.5535545349121,41.55355453491211
12256267.409470752,87.17462539672852,447.1746253967285,-272.8253746032715
12506963.788300835,132.86392629146576,492.86392629146576,132.86392629146576
12757660.16713092,178.596453666687,538.596453666687,-181.403546333313
13008356.545961004,-135.65930306911469,584.3406969308853,224.34069693088531
13259052.924791086,-89.92014527320862,630.0798547267914,270.0798547267914
13509749.30362117,-44.188615679740906,675.8113843202591,-44.188615679740906
13760445.682451254,1.4872688055038452,721.4872688055038,1.4872688055038452
14011142.061281336,47.152917981147766,767.1529179811478,47.152917981147766
14261838.440111421,92.7553528547287,812.7553528547287,-267.2446471452713
14512534.818941504,138.40148091316223,858.4014809131622,138.40148091316223
14763231.197771586,-175.92748403549194,904.072515964508,184.07251596450806
15013927.576601671,-130.21792709827423,949.7820729017258,-130.21792709827423
15264623.955431756,-84.48550164699554,995.5144983530045,-84.48550164699554
15515320.334261838,-38.75833868980408,1041.241661310196,-38.75833868980408
15766016.713091921,6.944711208343506,1086.9447112083435,6.944711208343506
16016713.091922006,52.620890736579895,1132.62089073658,52.620890736579895
16267409.47075209,98.22412490844727,1178.2241249084473,98.22412490844727
16518105.849582173,143.85252356529236,1223.8525235652924,-216.14747643470764
16768802.228412256,-170.48177361488342,1269.5182263851166,-170.48177361488342
17019498.60724234,-124.80146884918213,1315.1985311508179,235.19853115081787
17270194.98607242,-79.110386967659,1360.889613032341,-79.110386967659
17520891.364902508,-33.39801371097565,1406.6019862890244,-33.39801371097565
17771587.74373259,12.304000854492188,1452.3040008544922,12.304000854492188
18022284.122562673,58.00190627574921,1498.0019062757492,-301.9980937242508
18272980.50139276,103.70997726917267,1543.7099772691727,103.70997726917267
18523676.880222842,149.40780222415924,1589.4078022241592,-210.59219777584076
18774373.259052925,-164.93963241577148,1635.0603675842285,-164.93963241577148
19025069.637883008,-119.29600417613983,1680.7039958238602,240.70399582386017
19275766.01671309,-73.66734266281128,1726.3326573371887,-73.66734266281128
19526462.395543173,-28.011569380760193,1771.9884306192398,-28.011569380760193
19777158.77437326,17.6837557554245,1817.6837557554245,17.6837557554245
20027855.153203342,63.376790285110474,1863.3767902851105,63.376790285110474
20278551.53203343,109.0928864479065,1909.0928864479065,109.0928864479065
20529247.91086351,154.85686004161835,1954.8568600416183,154.85686004161835
20779944.289693594,-159.404958486557,2000.595041513443,-159.404958486557
21030640.668523677,-113.69021415710449,2046.3097858428955,-113.69021415710449
21281337.04735376,-68.03459107875824,2091.9654089212418,291.96540892124176
21532033.426183842,-22.421534657478333,2137.5784653425217,-22.421534657478333
21782729.805013925,23.184231519699097,2183.184231519699,-336.8157684803009
22033426.18384401,68.8136225938797,2228.8136225938797,68.8136225938797
22284122.562674094,114.50320243835449,2274.5032024383545,-245.4967975616455
22534818.94150418,160.2092081308365,2320.2092081308365,160.2092081308365
22785515.320334263,-154.03180181980133,2365.9681981801987,-154.03180181980133
23036211.699164346,-108.30268621444702,2411.697313785553,251.69731378555298
23286908.07799443,-62.62373328208923,2457.3762667179108,-62.62373328208923
23537604.45682451,-16.99961543083191,2503.000384569168,-16.99961543083191
23788300.835654594,28.6059308052063,2548.6059308052063,28.6059308052063
24038997.214484677,74.21011984348297,2594.210119843483,74.21011984348297
24289693.593314763,119.87379491329193,2639.873794913292,-240.12620508670807
24540389.972144846,165.58203220367432,2685.5820322036743,-194.41796779632568
24791086.350974932,-148.66875171661377,2731.3312482833862,211.33124828338623
25041782.729805015,-102.93896019458771,2777.0610398054123,257.0610398054123
25292479.108635098,-57.23003625869751,2822.7699637413025,-57.23003625869751
25543175.48746518,-11.584503650665283,2868.4154963493347,-11.584503650665283
25793871.866295263,34.02146637439728,2914.0214663743973,34.02146637439728
26044568.245125346,79.63453352451324,2959.6345335245132,79.63453352451324
26295264.62395543,125.27493238449097,3005.274932384491,125.27493238449097
26545961.002785515,170.9798812866211,3050.979881286621,170.9798812866211
26796657.381615598,-143.29011797904968,3096.7098820209503,-143.29011797904968
27047353.76044568,-97.5608092546463,3142.4391907453537,262.4391907453537
27298050.139275767,-51.865328550338745,3188.1346714496613,-51.865328550338745
27548746.51810585,-6.238914728164673,3233.7610852718353,-6.238914728164673
27799442.896935932,39.37895894050598,3279.378958940506,39.37895894050598
28050139.275766015,84.989333152771,3324.989333152771,84.989333152771
28300835.6545961,130.64955353736877,3370.649553537369,-229.35044646263123
28551532.033426184,176.3519275188446,3416.3519275188446,176.3519275188446
28802228.412256267,-137.909038066864,3462.090961933136,222.090961933136
29052924.79108635,-92.19053328037262,3507.8094667196274,267.8094667196274
29303621.169916432,-46.469013690948486,3553.5309863090515,313.5309863090515
29554317.54874652,-0.8238780498504639,3599.1761219501495,-0.8238780498504639
29805013.9275766,44.82665419578552,3644.8266541957855,44.82665419578552
30055710.306406684,90.43949067592621,3690.439490675926,-269.5605093240738
30306406.685236767,136.1221021413803,3736.1221021413803,-223.8778978586197
30557103.064066853,-178.17788422107697,3781.822115778923,-178.17788422107697
30807799.442896936,-132.43581891059875,3827.5641810894012,-132.43581891059875
31058495.82172702,-86.7490553855896,3873.2509446144104,-86.7490553855896
31309192.2005571,-41.07938826084137,3918.9206117391586,-41.07938826084137
31559888.579387184,4.573150277137756,3964.5731502771378,4.573150277137756
31810584.95821727,50.18431842327118,4010.184318423271,50.18431842327118
32061281.337047353,95.84995150566101,4055.849951505661,-264.150048494339
32311977.715877436,141.580091714859,4101.580091714859,-218.419908285141
32562674.09470752,-172.73429811000824,4147.265701889992,187.26570188999176
32813370.473537605,-127.0341557264328,4192.965844273567,232.9658442735672
33064066.852367688,-81.35576605796814,4238.644233942032,-81.35576605796814
33314763.23119777,-35.691967606544495,4284.3080323934555,324.3080323934555
33565459.61002785,9.889132976531982,4329.889132976532,9.889132976531982
33816155.98885794,55.53233742713928,4375.532337427139,-304.4676625728607
34066852.36768802,101.20133399963379,4421.201333999634,101.20133399963379
34317548.746518105,146.90537095069885,4466.905370950699,146.90537095069885
34568245.12534819,-167.32716858386993,4512.67283141613,-167.32716858386993
34818941.50417827,-121.64730370044708,4558.352696299553,-121.64730370044708
35069637.88300836,-75.97512066364288,4604.024879336357,-75.97512066364288
35320334.261838436,-30.36846935749054,4649.6315306425095,-30.36846935749054
35571030.64066853,15.18757939338684,4695.187579393387,15.18757939338684
35821727.0194986,60.720582604408264,4740.720582604408,-299.27941739559174
36072423.39832869,106.38408601284027,4786.38408601284,-253.61591398715973
36323119.777158774,152.13130116462708,4832.131301164627,152.13130116462708
36573816.15598886,-162.0537954568863,4877.946204543114,197.9462045431137
36824512.53481894,-116.18511915206909,4923.814880847931,-116.18511915206909
37075208.91364902,-70.40328741073608,4969.596712589264,-70.40328741073608
37325905.29247911,-24.761499166488647,5015.238500833511,-24.761499166488647
37576601.67130919,20.81231653690338,5060.812316536903,20.81231653690338
37827298.05013928,66.32871687412262,5106.328716874123,66.32871687412262
38077994.42896935,111.89849317073822,5151.898493170738,-248.10150682926178
38328690.80779944,157.52122700214386,5197.521227002144,157.52122700214386
38579387.18662953,-156.77291214466095,5243.227087855339,-156.77291214466095
38830083.56545961,-110.9536474943161,5289.046352505684,-110.9536474943161
39080779.94428969,-65.13555765151978,5334.86444234848,-65.13555765151978
39331476.323119774,-19.416430592536926,5380.583569407463,-19.416430592536926
39582172.701949865,26.25360667705536,5426.253606677055,26.25360667705536
39832869.08077994,71.83035135269165,5471.830351352692,71.83035135269165
40083565.45961003,117.36391246318817,5517.363912463188,117.36391246318817
40334261.838440105,162.99335181713104,5562.993351817131,162.99335181713104
40584958.217270195,-151.3287252187729,5608.671274781227,208.6712747812271
40835654.59610028,-105.59060275554657,5654.409397244453,-105.59060275554657
41086350.97493036,-59.83305037021637,5700.166949629784,-59.83305037021637
41337047.35376044,-14.131379127502441,5745.868620872498,-14.131379127502441
41587743.73259053,31.515655517578125,5791.515655517578,31.515655517578125
41838440.11142062,77.15852200984955,5837.15852200985,77.15852200984955
42089136.49025069,122.75284051895142,5882.752840518951,122.75284051895142
42339832.86908078,168.34034085273743,5928.340340852737,168.34034085273743
42590529.24791086,-145.96580386161804,5974.034196138382,214.03419613838196
42841225.62674095,-100.22469878196716,6019.775301218033,-100.22469878196716
43091922.00557103,-54.54715132713318,6065.452848672867,305.4528486728668
43342618.38440111,-8.803106546401978,6111.196893453598,-8.803106546401978
43593314.763231196,36.86720430850983,6156.86720430851,-323.1327956914902
43844011.14206128,82.4540662765503,6202.45406627655,-277.5459337234497
44094707.52089136,128.08199286460876,6248.081992864609,-231.91800713539124
44345403.89972145,173.67982506752014,6293.67982506752,-186.32017493247986
44596100.278551534,-140.588800907135,6339.411199092865,-140.588800907135
44846796.65738162,-94.88699018955231,6385.113009810448,-94.88699018955231
45097493.0362117,-49.19645011425018,6430.80354988575,-49.19645011425018
45348189.41504178,-3.5167676210403442,6476.48323237896,-3.5167676210403442
45598885.793871865,42.112242579460144,6522.11224257946,42.112242579460144
45849582.17270195,87.70778954029083,6567.707789540291,87.70778954029083
46100278.55153203,133.34415435791016,6613.34415435791,-226.65584564208984
46350974.93036211,179.03047800064087,6659.030478000641,179.03047800064087
46601671.3091922,-135.26149928569794,6704.738500714302,224.73850071430206
46852367.688022286,-89.52304422855377,6750.476955771446,-89.52304422855377
47103064.06685237,-43.82146954536438,6796.178530454636,-43.82146954536438
47353760.44568245,1.8083077669143677,6841.808307766914,1.8083077669143677
47604456.824512534,47.39644646644592,6887.396446466446,47.39644646644592
47855153.20334262,92.9871118068695,6932.9871118068695,92.9871118068695
48105849.5821727,138.61382603645325,6978.613826036453,-221.38617396354675
48356545.96100278,-175.68030774593353,7024.3196922540665,-175.68030774593353
48607242.339832865,-129.97934460639954,7070.0206553936005,-129.97934460639954
48857938.718662955,-84.22323524951935,7115.776764750481,275.77676475048065
49108635.09749304,-38.51255178451538,7161.487448215485,-38.51255178451538
49359331.47632312,7.102382183074951,7207.102382183075,7.102382183074951
49610027.8551532,52.666370272636414,7252.666370272636,52.666370272636414
49860724.233983286,98.21023643016815,7298.210236430168,98.21023643016815
50111420.61281337,143.80391657352448,7343.8039165735245,-216.19608342647552
50362116.99164345,-170.4781848192215,7389.5218151807785,189.5218151807785
50612813.370473534,-124.74051833152771,7435.259481668472,235.2594816684723
50863509.74930362,-78.9978951215744,7481.002104878426,281.0021048784256
51114206.12813371,-33.32678496837616,7526.673215031624,-33.32678496837616
